name,peak_amplitude,rms_mean,rms_var,zcr_var,zcr_mean,bpm,spectral_centroid
blues/blues.00000.wav,0.8853759766,0.1265456622,0.003780872094,577834.2151,1830.555598,123.046875,752.9471778
blues/blues.00001.wav,0.683807373,0.09287940233,0.002951789829,979742.1812,1234.7592,67.99958882,614.5051757
blues/blues.00002.wav,0.8480529785,0.1719260638,0.004013728275,692435.6647,1681.423166,161.4990234,863.8509177
blues/blues.00003.wav,0.8458862305,0.1379956621,0.00722220753,284974.2958,733.8622291,63.02400915,358.9254506
blues/blues.00004.wav,0.859588623,0.08875503394,0.002808703289,1243112.837,2236.053146,135.9991776,1240.888461
blues/blues.00005.wav,1,0.1011219773,0.00447032965,3439021.862,2072.6208,103.359375,1164.379784
blues/blues.00006.wav,0.9539489746,0.1372947988,0.01006531237,1194270.881,1610.123597,151.9990809,1027.473776
blues/blues.00007.wav,0.9967041016,0.1279039695,0.006554149373,1069829.133,1354.525143,92.28515625,871.5141795
blues/blues.00008.wav,0.8005371094,0.1396848978,0.002270232062,539435.3251,1411.324799,172.265625,662.7985104
blues/blues.00009.wav,0.75390625,0.07960698725,0.004624181191,995227.7895,1745.022781,184.5703125,923.9658738
blues/blues.00010.wav,0.9019775391,0.13896311,0.01030592977,287176.7347,1387.624943,161.4990234,898.4607023
blues/blues.00011.wav,0.6133117676,0.06397747671,0.002730155762,1217083.649,967.7608147,60.09265988,382.0052718
blues/blues.00012.wav,0.7784118652,0.1152442114,0.004949308569,1317927.31,1522.857458,184.5703125,739.3062012
blues/blues.00013.wav,0.7721252441,0.1090857253,0.005105630633,733554.0886,1132.526485,184.5703125,464.8020908
blues/blues.00014.wav,0.805847168,0.06472753159,0.003018186674,862454.293,992.5606648,172.265625,1000.674823
blues/blues.00015.wav,0.8854064941,0.07798098391,0.00325425889,1074233.648,1403.591513,184.5703125,970.3013459
blues/blues.00016.wav,0.7032775879,0.07874870746,0.003076792706,832362.1603,1352.591821,184.5703125,1013.394127
blues/blues.00017.wav,0.7341003418,0.09000490532,0.002760054399,534788.488,1064.99356,161.4990234,643.8775086
blues/blues.00018.wav,0.7309875488,0.07771721519,0.003273069444,965274.3651,1237.425851,83.35433468,695.3573534
blues/blues.00019.wav,0.8094482422,0.09365191521,0.003346737571,1007828.73,1297.692153,61.5234375,914.6486136
blues/blues.00020.wav,0.8666687012,0.07231589004,0.002957272679,407982.7415,1158.992992,184.5703125,773.4598641
blues/blues.00021.wav,0.7975769043,0.09852522196,0.003754097679,1289501.84,1055.826949,99.38401442,859.3099421
blues/blues.00022.wav,0.9991149902,0.110416036,0.004365869341,1585253.712,1290.95886,99.38401442,959.5453766
blues/blues.00023.wav,0.8366394043,0.09916829882,0.004134788816,616539.7559,1156.493007,184.5703125,832.1555687
blues/blues.00024.wav,0.9280395508,0.0839797053,0.003022766011,647974.448,1041.993699,103.359375,720.4747528
blues/blues.00025.wav,0.8592224121,0.0868230158,0.003537094219,763830.4724,1139.359777,184.5703125,755.3548249
blues/blues.00026.wav,0.9199829102,0.07447485076,0.006329048284,849637.9558,1145.193075,184.5703125,712.1868169
blues/blues.00027.wav,0.6803283691,0.09392223402,0.002551248115,1379932.115,1595.957016,95.703125,887.5807071
blues/blues.00028.wav,0.979095459,0.09621154059,0.004788074018,476451.7312,1058.793598,103.359375,852.5238376
blues/blues.00029.wav,0.8825683594,0.1205816308,0.005839518667,2138089.355,1165.692951,129.1992188,470.5608431
blues/blues.00030.wav,0.9667663574,0.1665252524,0.004391013135,770541.2368,867.5280875,112.3471467,380.1458431
blues/blues.00031.wav,0.8224487305,0.1490460492,0.003948818933,793184.1619,946.4942767,184.5703125,411.9154795
blues/blues.00032.wav,0.8610534668,0.09934041453,0.004331273899,1909497.591,867.7280863,184.5703125,422.4741175
blues/blues.00033.wav,0.8288269043,0.1309266281,0.002864079528,962677.6509,924.7277416,78.30255682,397.4671797
blues/blues.00034.wav,0.923034668,0.1327284178,0.004093807376,499327.7035,1007.593907,184.5703125,463.6161122
blues/blues.00035.wav,0.9525756836,0.16945821,0.004683066598,450853.2897,1000.993947,129.1992188,426.4489329
blues/blues.00036.wav,0.9523925781,0.1937230961,0.00630463057,253377.0335,813.0617502,112.3471467,414.7913442
blues/blues.00037.wav,0.7059326172,0.06518151447,0.002769115598,717954.8017,1061.193583,78.30255682,502.6432757
blues/blues.00038.wav,0.9322814941,0.1646563256,0.005074736781,1244970.121,978.0607525,184.5703125,391.1395559
blues/blues.00039.wav,0.9002075195,0.08405216954,0.002937671109,662286.7905,778.3952932,117.4538352,400.9633082
blues/blues.00040.wav,0.8775634766,0.1316138783,0.001645028732,1056547.138,2152.720316,172.265625,764.7804557
blues/blues.00041.wav,0.9104309082,0.1269571581,0.001439956751,1132439.758,2253.386374,129.1992188,808.4408667
blues/blues.00042.wav,0.9362182617,0.1094244913,0.0008730107929,1117627.367,2155.886964,60.09265988,735.7326246
blues/blues.00043.wav,0.9087524414,0.1251611551,0.001874634234,880466.0663,1921.221716,64.59960938,851.2037876
blues/blues.00044.wav,0.8342285156,0.1337760326,0.001150868699,678623.9118,2039.354335,135.9991776,631.8339796
blues/blues.00045.wav,0.7737731934,0.1436153719,0.002088996978,278084.9425,1058.960263,66.25600962,312.7496541
blues/blues.00046.wav,0.8034667969,0.09951746928,0.001569021091,660057.5063,1288.19221,123.046875,419.769817
blues/blues.00047.wav,0.9163513184,0.1110334397,0.0008002125367,614920.1044,1660.423293,73.828125,563.7365153
blues/blues.00048.wav,0.8945007324,0.1222035441,0.001352615452,913297.3315,2177.086835,123.046875,930.0715219
blues/blues.00049.wav,0.7069396973,0.08760482871,0.0006313673971,497781.3788,880.7613408,61.5234375,378.7738702
blues/blues.00050.wav,0.9329528809,0.1767659419,0.005986724454,870551.8573,1890.755234,135.9991776,815.3220747
blues/blues.00051.wav,0.8738708496,0.1933440574,0.003015408723,730250.1052,2349.085795,99.38401442,917.533293
blues/blues.00052.wav,0.9209899902,0.0954466538,0.003668464591,1741842.893,1480.957712,161.4990234,747.4048896
blues/blues.00053.wav,0.9843139648,0.1631123029,0.005408202437,1553077.887,2926.615636,99.38401442,1253.520538
blues/blues.00054.wav,0.9678344727,0.1962501063,0.005419894576,1282806.676,2279.086219,184.5703125,965.3874642
blues/blues.00055.wav,0.9739379883,0.151469826,0.006252111652,1646673.876,2493.484922,66.25600962,1041.056292
blues/blues.00056.wav,0.9985351562,0.1339028275,0.004303385478,1105649.379,1664.22327,161.4990234,741.0602607
blues/blues.00057.wav,0.9365234375,0.1707971136,0.005374044192,1067544.987,1982.321347,92.28515625,889.677183
blues/blues.00058.wav,0.9918518066,0.1569053146,0.006414133872,1227788.089,2299.519428,107.6660156,1004.111079
blues/blues.00059.wav,0.9231262207,0.1622461255,0.006828835383,2621919.629,3134.314381,107.6660156,1155.317782
blues/blues.00060.wav,0.9414978027,0.1907273802,0.005573933025,993135.1126,2147.420348,151.9990809,926.8198338
blues/blues.00061.wav,0.6466064453,0.1394234103,0.001273161447,2179486.81,3692.077675,129.1992188,1215.517808
blues/blues.00062.wav,0.5495910645,0.1041855262,0.001306114204,2196828.324,2581.551056,112.3471467,1165.470851
blues/blues.00063.wav,0.5829162598,0.09407100997,0.00215792314,2031062.157,3402.912756,92.28515625,1332.752411
